ItemId,categoryid,parentid
378171,858,1426
378176,1301,1034
378177,352,859
378179,429,113
378180,126,871
378181,342,500
378184,806,1497
378185,342,500
378186,498,506
378188,575,1257
378189,562,986
378190,74,250
378197,1147,1027
378198,1405,1423
378201,126,871
378203,1244,500
378204,839,33
378205,389,1259
378207,618,105
378211,1302,1600
378213,686,594
378214,1084,194
378216,354,1009
378217,225,593
378218,618,105
378219,1018,1331
378220,1167,250
378222,342,500
378223,959,1095
378224,1301,1034
378226,1680,587
378227,806,1497
378228,173,788
378229,806,1497
378231,317,314
378232,598,362
378236,619,145
378237,1533,602
378241,1233,1257
378245,741,362
378248,1113,1145
378250,209,293
378252,173,788
378253,1098,897
378254,828,293
378256,173,788
378260,1258,1386
378261,342,500
378262,328,54
378264,1533,602
378265,782,1562
378266,279,777
378267,342,500
378269,1271,1259
378271,496,893
378272,984,827
378273,1026,351
378274,209,293
378275,1392,1041
378276,1186,312
378281,1560,293
378282,342,500
378283,342,500
378287,1234,92
378289,1207,580
378290,299,73
378293,173,788
378295,1634,143
378296,1007,485
378297,1255,587
378298,959,1095
378300,1191,61
378301,360,1174
378304,1061,1259
378309,1276,441
378310,167,1066
378313,1613,250
378314,976,1009
378316,1504,587
378317,1359,1215
378323,1221,1426
378325,976,1009
378326,160,605
378327,1135,1329
378328,988,727
378331,1301,1034
378332,209,293
378336,1509,620
378337,606,810
378339,1126,905
378340,1301,1034
378344,1385,1202
378349,1169,92
378350,1196,1181
378351,1142,485
378356,1301,1034
378358,741,362
378365,1634,143
378370,508,362
378371,779,1669
378373,1007,485
378375,1250,1423
378376,173,788
378378,48,500
378379,403,1687
378381,324,1145
378385,342,500
378386,924,1416
378387,130,145
378388,959,1095
378389,1300,127
378393,1147,1027
378394,1007,485
378395,278,362
378396,1035,920
378397,523,593
378398,1135,1329
378399,1503,580
378400,1007,485
378403,589,1308
378406,273,362
378409,342,500
378410,1680,587
378412,828,293
378413,1084,194
378415,806,1497
378418,1500,1515
378419,1373,872
378422,970,275
378423,1070,1423
378424,273,362
378425,122,520
378426,589,1308
378428,473,1058
378431,35,20
378433,324,1145
378434,618,105
378436,1084,194
378437,324,1145
378439,342,500
378440,1225,8
378441,282,113
378444,272,1687
378447,1007,485
378448,881,1012
378449,479,520
378450,1542,745
378452,1535,727
378456,1378,322
378459,1421,105
378462,746,1200
378465,1418,896
378468,1007,485
378471,282,113
378472,637,92
378473,862,1667
378474,1578,1249
378477,973,20
378478,437,92
378483,436,1518
378488,1577,362
378489,1650,1426
378490,595,186
378491,1390,121
378492,1465,1251
378494,1403,440
378495,1070,1423
378496,342,500
378505,1645,1534
378507,1113,1145
378509,1697,623
378512,65,293
378513,1301,1034
378516,996,1259
378518,799,920
378520,1680,587
378521,1535,727
378522,342,500
378525,891,1012
378528,1258,1386
378530,237,1550
378532,236,647
378534,1483,561
378535,1474,480
378536,1526,1621
378539,1061,1259
378540,618,105
378542,1120,250
378551,1558,323
378552,389,1259
378554,686,594
378555,491,679
378556,195,1079
378559,1007,485
378561,1613,250
378562,436,1518
378563,1504,587
378564,251,194
378565,1007,485
378568,1007,485
378569,828,293
378571,70,8
378574,1098,897
378583,876,580
378584,1147,1027
378585,1142,485
378588,546,250
378592,1007,485
378593,196,1667
378594,1173,805
378597,227,602
378598,396,164
378601,1007,485
378604,1680,587
378609,64,206
378611,1196,1181
378614,272,1687
378615,924,1416
378617,342,500
378618,1474,480
378622,1279,1606
378623,1652,1368
378624,926,852
378625,749,1687
378629,209,293
378630,546,250
378634,294,1687
378636,1244,500
378637,1613,250
378638,523,593
378641,1007,485
378643,1248,1368
378644,1603,520
378649,801,766
378654,173,788
378655,1070,1423
378658,746,1200
378661,371,1482
378665,342,500
378667,1250,1423
378668,769,587
378669,1142,485
378670,976,1009
378674,967,378
378675,65,293
378676,1018,1331
378678,769,587
378680,1173,805
378681,389,1259
378684,914,226
378685,1616,827
378691,490,647
378693,65,293
378694,173,788
378696,1119,125
378698,1577,362
378705,421,1424
378707,535,426
378708,642,250
378710,1301,1034
378711,479,520
378714,1120,250
378715,1301,1034
378717,1142,485
378718,1301,1034
378720,987,1426
378721,173,788
378723,217,908
378727,50,312
378728,819,798
378729,1228,121
378730,1277,312
378732,342,500
378734,1504,587
378738,273,362
378741,324,1145
378744,921,143
378745,481,1009
378748,1616,827
378752,389,1259
378753,1287,1009
378754,822,1546
378755,1061,1259
378756,1191,61
378758,952,362
378760,881,1012
378762,1493,594
378765,1680,587
378766,1043,226
378774,671,1426
378775,1007,485
378776,769,587
378783,1522,1009
378786,1441,1566
378788,1680,587
378791,834,1056
378792,427,1313
378793,360,1174
378794,1638,766
378795,1233,1257
378799,683,1606
378800,130,145
378801,1652,1368
378802,1142,485
378804,1147,1027
378805,1634,143
378806,463,250
378808,1584,1562
378810,1011,745
378811,1084,194
378815,65,293
378817,202,1008
378825,1680,587
378828,1639,1181
378829,1384,1458
378831,491,679
378837,479,520
378839,1680,587
378840,686,594
378841,1483,561
378843,1254,520
378847,508,362
378848,1172,810
378849,508,362
378852,1142,485
378853,227,602
378856,936,143
378858,1301,1034
378862,1219,121
378863,730,1482
378864,1301,1034
378867,342,500
378868,227,602
378870,1244,500
378873,1282,25
378874,1091,573
378876,330,986
378877,1008,1424
378879,196,1667
378880,166,1259
378882,999,1621
378884,427,1313
378889,1167,250
378890,342,500
378893,256,1257
378900,1098,897
378901,633,568
378904,646,1606
378905,173,788
378906,358,1257
378907,1119,125
378908,1680,587
378910,921,143
378912,492,362
378913,1378,322
378915,1205,580
378916,1113,1145
378917,1007,485
378919,567,605
378921,1322,252
378922,330,986
378925,1250,1423
378926,618,105
378931,1002,879
378932,198,1009
378933,1279,1606
378935,741,362
378936,618,105
378938,686,594
378940,84,1308
378944,619,145
378947,1680,587
378949,1135,1329
378953,1196,1181
378956,1286,854
378959,173,788
378961,84,1308
378963,730,1482
378964,1076,986
378966,769,587
378967,1250,1423
378971,1603,520
378972,414,206
378973,342,500
378974,417,1215
378975,769,587
378976,284,1009
378977,535,426
378978,414,206
378979,1084,194
378982,1142,485
378983,48,500
378985,1432,362
378986,1504,587
378987,1007,485
378990,130,145
378992,1142,485
378995,991,1259
378996,921,143
379001,342,500
379002,1051,955
379004,1172,810
379005,227,602
379006,1639,1181
379009,741,362
379011,915,1550
379013,1186,312
379019,1680,587
379022,1244,500
379026,89,937
379028,1301,1034
379032,120,897
379036,269,33
379037,1564,1141
379044,173,788
379046,1279,1606
379047,403,1687
379051,1073,580
379055,1301,1034
379057,1179,580
379058,741,362
379064,926,852
379068,389,1259
379069,976,1009
379070,1002,879
379071,366,143
379073,65,293
379075,769,587
379079,518,362
379081,1029,1181
379082,1404,593
379083,712,1453
379084,1142,485
379086,575,1257
379087,1388,1249
379088,1301,1034
379089,1118,727
379090,1675,1550
379091,227,602
379092,1006,1546
379094,707,561
379097,1528,1426
379098,1301,1034
379104,1285,1259
379105,739,1181
379107,1466,905
379109,7,250
379110,1059,1696
379113,599,1499
379114,1084,194
379115,741,362
379117,1163,561
379119,1172,810
379120,1522,1009
379127,683,1606
379130,1285,1259
379132,819,798
379133,637,92
379135,227,602
379137,330,986
379138,1256,879
379139,957,1306
379143,327,92
379145,650,1416
379146,967,378
379147,1070,1423
379151,491,679
379152,65,293
379154,196,1667
379155,606,810
379157,637,92
379162,769,587
379164,625,9
379165,545,143
379166,122,520
379168,196,1667
379171,769,587
379172,195,1079
379178,1171,938
379180,860,1515
379183,421,1424
379185,1580,441
379187,219,1081
379189,956,879
379190,242,1531
379191,1514,920
379193,769,587
379197,196,1667
379199,1173,805
379200,575,1257
379201,1517,71
379204,844,1458
379205,1196,1181
379207,988,727
379209,130,145
379210,437,92
379211,598,362
379212,1408,1259
379214,1489,1009
379215,1193,1453
379217,406,872
379218,619,145
379221,1051,955
379225,1084,194
379226,330,986
379230,739,1181
379231,498,506
379233,1250,1423
379234,342,500
379235,224,1487
379239,1114,113
379240,268,138
379241,686,594
379242,928,20
379245,1320,879
379248,173,788
379255,1593,1673
379256,47,381
379258,1142,485
379260,1578,1249
379264,1298,335
379265,1402,250
379270,1286,854
379271,1255,587
379272,1685,339
379273,797,213
379275,491,679
379277,1167,250
379278,1303,252
379279,1378,322
379281,130,145
379284,617,131
379288,1051,955
379290,650,1416
379292,917,1374
379293,959,1095
379294,531,1058
379299,1504,587
379300,691,1079
379301,1434,1136
379302,209,293
379304,403,1687
379308,1113,1145
379310,437,92
379311,1694,1621
379312,173,788
379314,342,500
379315,48,500
379317,1432,362
379318,284,1009
379320,842,1518
379322,311,1259
379327,50,312
379328,1645,1534
379330,173,788
379331,1167,250
379332,173,788
379334,330,986
379336,1301,1034
379337,589,1308
379338,1677,896
379340,624,871
379344,1117,14
379347,507,1546
379348,84,1308
379349,844,1458
379350,342,500
379359,1404,593
379363,218,116
379365,739,1181
379368,730,1482
379371,342,500
379374,828,293
379376,535,426
379378,173,788
379380,389,1259
379381,342,500
379382,1264,1687
379386,800,383
379388,1282,25
379390,678,250
379391,1205,580
379395,1616,827
379396,64,206
379399,1343,25
379401,1613,250
379402,1277,312
379404,1301,1034
379407,1542,745
379408,936,143
379410,324,1145
379411,342,500
379412,481,1009
379413,686,594
379414,1250,1423
379415,1663,1398
379416,173,788
379418,1069,362
379419,1685,339
379420,844,1458
379421,1076,986
379422,64,206
379428,1026,351
379432,1173,805
379433,126,871
379435,1248,1368
379439,1680,587
379440,1312,713
379443,769,587
379444,209,293
379445,1390,121
379446,806,1497
379447,1196,1181
379450,389,1259
379453,374,131
379456,64,206
379461,1388,1249
379464,1419,362
379467,1188,1497
379474,582,590
379475,92,653
379476,1603,520
379478,1461,1215
379479,449,1139
379480,342,500
379484,380,1453
379485,1645,1534
379487,450,1492
379488,1694,1621
379489,209,293
379493,1434,1136
379495,1441,1566
379496,828,293
379497,1002,879
379498,1007,485
379500,267,1566
379501,315,131
379505,208,33
379506,988,727
379507,342,500
379508,508,362
379509,669,1266
379511,1355,312
379512,173,788
379513,450,1492
379517,531,1058
379518,984,827
379519,1073,580
379520,29,1678
379522,741,362
379524,1070,1423
379528,1680,587
379530,1287,1009
379538,1493,594
379539,324,1145
379540,1070,1423
379541,50,312
379545,1402,250
379546,209,293
379548,354,1009
379551,352,859
379553,1007,485
379554,1179,580
379555,356,92
379556,32,1687
379559,769,587
379560,508,362
379561,227,602
379566,911,1531
379567,1118,727
379568,414,206
379570,1611,1081
379571,74,250
379576,959,1095
379578,450,1492
379580,1173,805
379581,1179,580
379583,1231,901
379586,828,293
379588,1070,1423
379590,1533,602
379591,508,362
379593,1253,127
379594,1022,252
379595,1301,1034
379604,1680,587
379607,342,500
379609,282,113
379612,1180,1239
379615,1002,879
379617,1069,362
379618,585,1292
379620,225,593
379622,1393,1383
379625,1560,293
379627,1301,1034
379628,739,1181
379633,976,1009
379636,1142,485
379637,1120,250
379638,561,395
379639,845,1430
379641,683,1606
379642,1002,879
379643,1694,1621
379644,251,194
379646,1355,312
379648,1086,250
379652,844,1458
379653,130,145
379654,84,1308
379656,84,1308
379657,959,1095
379662,1196,1181
379665,1070,1423
379666,1374,1278
379669,330,986
379674,173,788
379675,1432,362
379677,294,1687
379682,1351,795
379683,1556,1009
379694,437,92
379695,833,901
379700,316,605
379701,962,945
379702,173,788
379705,936,143
379707,1325,1684
379713,1639,1181
379716,959,1095
379718,1250,1423
379719,1674,1420
379721,342,500
379723,1533,602
379725,1432,362
379726,1049,1606
379728,472,1259
379732,858,1426
379735,739,1181
379739,1135,1329
379740,646,1606
379741,1455,213
379748,173,788
379752,586,1519
379753,1120,250
379756,263,143
379757,1498,580
379758,944,950
379761,1086,250
379763,686,594
379768,618,105
379769,969,1141
379772,1301,1034
379776,1628,605
379779,1301,1034
379780,598,362
379782,1007,485
379783,342,500
379784,1301,1034
379787,1493,594
379788,769,587
379791,173,788
379792,1320,879
379793,1578,1249
379794,414,206
379799,1084,194
379801,1119,125
379802,1404,593
379807,242,1531
379812,741,362
379813,1301,1034
379815,331,1487
379818,984,827
379820,1117,14
379823,209,293
379825,1142,485
379831,1231,901
379834,799,920
379835,342,500
379836,1663,1398
379840,406,872
379843,959,1095
379846,806,1497
379847,1051,955
379848,730,1482
379849,1694,1621
379850,324,1145
379854,1070,1423
379856,84,1308
379857,973,20
379859,1477,206
379861,64,206
379862,691,1079
379867,1142,485
379868,289,1416
379872,227,602
379875,342,500
379878,564,214
379880,115,1110
379884,173,788
379885,330,986
379886,741,362
379887,558,92
379888,273,362
379890,1404,593
379895,342,500
379896,577,114
379897,1192,955
379903,403,1687
379905,619,145
379906,857,1272
379908,991,1259
379910,655,1066
379912,1415,14
379917,429,113
379918,342,500
379919,959,1095
379921,1070,1423
379924,1221,1426
379925,342,500
379926,508,362
379927,368,901
379932,342,500
379933,646,1606
379935,1244,500
379937,984,827
379938,924,1416
379939,628,149
379941,1244,500
379942,324,1145
379945,342,500
379947,1084,194
379950,242,1531
379952,1142,485
379953,1114,113
379956,1393,1383
379959,782,1562
379960,374,131
379962,320,854
379963,84,1308
379966,1179,580
379968,729,1175
379971,924,1416
379972,1483,561
379973,463,250
379974,1164,1266
379976,531,1058
379978,671,1426
379980,48,500
379984,414,206
379987,619,145
379988,130,145
379989,1084,194
379990,746,1200
379991,1483,561
379994,546,250
379995,302,1458
379999,1205,580
380001,1135,1329
380002,741,362
380003,546,250
380004,1059,1696
380007,595,186
380008,619,145
380010,1694,1621
380011,1049,1606
380014,959,1095
380015,458,732
380016,595,186
380018,512,362
380019,508,362
380021,1142,485
380025,1244,500
380026,936,143
380031,1120,250
380035,1135,1329
380036,858,1426
380039,1375,805
380040,619,145
380045,618,105
380050,227,602
380051,637,92
380054,126,871
380057,209,293
380061,1029,1181
380062,1680,587
380064,1535,727
380065,327,92
380066,342,500
380067,317,314
380069,1271,1259
380071,1026,351
380072,1221,1426
380073,564,214
380075,550,1139
380079,1472,605
380083,227,602
380085,403,1687
380087,65,293
380088,1432,362
380091,799,920
380095,1220,125
380097,618,105
380098,256,1257
380106,508,362
380108,282,113
380109,34,1368
380112,683,1606
380116,1605,1531
380117,64,206
380119,227,602
380120,1639,1181
380123,1342,362
380124,844,1458
380125,1135,1329
380126,595,186
380127,618,105
380128,1509,620
380129,921,143
380130,1634,143
380132,558,92
380134,1504,587
380137,1250,1423
380139,1410,1495
380141,1051,955
380144,1493,594
380145,282,113
380147,801,766
380148,342,500
380149,342,500
380152,1410,1495
380153,1221,1426
380155,769,587
380157,996,1259
380159,1634,143
380160,173,788
380162,929,1027
380164,227,602
380165,342,500
380166,311,1259
380169,499,986
380172,1258,1386
380173,1530,879
380176,244,1495
380177,1666,1684
380179,834,1056
380180,706,713
380181,1587,1215
380182,1172,810
380186,1674,1420
380189,48,500
380190,683,1606
380191,65,293
380192,839,33
380193,765,1229
380196,973,20
380199,844,1458
380200,421,1424
380204,730,1482
380205,1179,580
380207,396,164
380209,1542,745
380211,1504,587
380212,973,20
380214,1301,1034
380218,175,1492
380219,328,54
380220,195,1079
380223,1167,250
380224,628,149
380225,769,587
380226,525,1566
380227,450,1492
380229,1007,485
380230,331,1487
380232,1007,485
380234,1285,1259
380236,106,381
380237,819,798
380238,1301,1034
380239,844,1458
380240,1167,250
380244,1380,1618
380245,1163,561
380248,1649,945
380250,1120,250
380252,1113,1145
380253,844,1458
380254,330,986
380255,47,381
380262,1638,766
380265,342,500
380266,730,1482
380267,196,1667
380268,730,1482
380270,769,587
380271,1533,602
380272,4,1266
380274,437,92
380276,1233,1257
380279,1142,485
380281,421,1424
380285,1504,587
380289,1529,805
380292,1575,138
380293,741,362
380294,173,788
380295,730,1482
380297,769,587
380299,1298,335
380300,535,426
380301,680,114
380302,417,1215
380307,1589,1426
380310,1007,485
380311,342,500
380313,356,92
380314,1074,339
380321,228,1482
380322,342,500
380325,723,995
380326,769,587
380329,967,378
380333,311,1259
380337,1282,25
380338,589,1308
380339,154,640
380342,227,602
380345,686,594
380346,1221,1426
380347,284,1009
380348,74,250
380350,130,145
380351,1663,1398
380353,1526,1621
380356,691,1079
380357,421,1424
380358,1142,485
380364,64,206
380365,1578,1249
380368,1393,1383
380369,173,788
380370,1135,1329
380380,819,798
380381,1455,213
380384,389,1259
380385,1287,1009
380386,988,727
380391,225,593
380392,324,1145
380395,618,105
380397,1663,1398
380400,333,1497
380402,342,500
380403,1680,587
380404,545,143
380405,1255,587
380408,50,312
380410,421,1424
380411,926,852
380412,491,679
380419,1634,143
380421,739,1181
380422,117,1492
380423,324,1145
380427,1098,897
380432,1674,1420
380433,282,113
380435,342,500
380436,342,500
380437,1188,1497
380439,1179,580
380443,578,1278
380445,819,798
380447,1301,1034
380448,1589,1426
380449,1483,561
380454,1070,1423
380456,1233,1257
380460,360,1174
380461,1205,580
380464,911,1531
380465,1163,561
380469,65,293
380471,1167,250
380479,445,1308
380481,173,788
380482,1255,587
380483,389,1259
380484,390,1546
380485,619,145
380486,499,986
380487,1011,745
380489,1301,1034
380493,1089,1621
380496,1086,250
380498,1674,1420
380499,242,1531
380503,1250,1423
380504,173,788
380505,324,1145
380506,779,1669
380507,695,959
380508,1244,500
380509,546,250
380510,342,500
380511,356,92
380514,1193,1453
380516,619,145
380517,263,143
380518,1404,593
380519,242,1531
380520,739,1181
380522,1,854
380523,926,852
380525,1244,500
380531,1250,1423
380532,1240,1546
380533,130,145
380538,1147,1027
380540,821,1012
380542,739,1181
380543,282,113
380545,50,312
380546,126,871
380547,29,1678
380548,730,1482
380551,282,113
380558,959,1095
380560,988,727
380561,65,293
380562,1474,480
380565,911,1531
380567,769,587
380572,1387,933
380573,173,788
380576,1317,897
380578,646,1606
380580,1084,194
380584,1576,1012
380585,1167,250
380589,683,1606
380590,828,293
380591,518,362
380592,1325,1684
380593,1628,605
380594,1248,1368
380596,769,587
380597,48,500
380599,694,561
380600,1142,485
380601,48,500
380602,1069,362
380604,1286,854
380606,1455,213
380607,598,362
380609,1623,1066
380610,1167,250
380611,1589,1426
380612,5,1637
380613,546,250
380615,499,986
380618,499,986
380620,1511,409
380622,575,1257
380623,1250,1423
380625,1634,143
380626,1051,955
380628,64,206
380630,512,362
380631,173,788
380632,842,1518
380635,1070,1423
380637,1280,605
380642,1483,561
380644,633,568
380645,1179,580
380649,1040,1516
380651,1493,594
380654,491,679
380655,414,206
380657,1135,1329
380658,342,500
380659,1179,580
380660,799,920
380661,1250,1423
380663,741,362
380664,342,500
380665,1172,810
380668,1493,594
380669,1280,605
380670,1255,587
380671,1387,933
380673,389,1259
380674,1503,580
380676,333,1497
380677,1493,594
380678,65,293
380679,1504,587
380680,741,362
380681,1250,1423
380683,1007,485
380687,619,145
380690,686,594
380696,1680,587
380698,342,500
380702,1253,127
380703,858,1426
380706,1500,1515
380709,1173,805
380712,284,1009
380713,1417,1329
380716,1240,1546
380717,1622,1292
380722,350,362
380723,984,827
380730,1279,1606
380731,1061,1259
380733,406,872
380734,1120,250
380739,173,788
380740,769,587
380743,719,908
380746,1623,1066
380748,227,602
380749,1565,1481
380750,1431,1066
380751,1147,1027
380753,558,92
380758,1142,485
380759,1404,593
380760,741,362
380761,227,602
380762,1286,854
380764,1007,485
380766,1135,1329
380767,508,362
380769,421,1424
380770,1007,485
380771,48,500
380772,342,500
380773,1419,362
380774,1385,1202
380775,558,92
380777,84,1308
380779,374,131
380780,1115,949
380781,190,755
380783,1007,485
380784,508,362
380785,523,593
380786,769,587
380788,342,500
380798,844,1458
380799,227,602
380800,1120,250
380808,683,1606
380810,808,1272
380814,209,293
380815,1248,1368
380816,173,788
380818,1378,322
380819,806,1497
380821,56,1497
380822,1613,250
380825,421,1424
380827,691,1079
380828,1248,1368
380829,1069,362
380831,1059,1696
380834,1404,593
380838,342,500
380840,342,500
380841,1167,250
380843,1059,1696
380848,1142,485
380850,691,1079
380852,209,293
380853,70,8
380854,535,426
380856,429,113
380858,1221,1426
380860,130,145
380863,173,788
380865,1483,561
380866,173,788
380867,126,871
380873,801,766
380874,619,145
380877,1220,125
380882,578,1278
380883,1301,1034
380884,179,1259
380887,173,788
380888,769,587
380892,406,872
380893,1221,1426
380895,479,520
380897,1061,1259
380898,1388,1249
380901,198,1009
380904,508,362
380906,1649,945
380907,1044,1687
380908,758,781
380911,1026,351
380912,342,500
380913,405,351
380918,360,1174
380920,1373,872
380922,374,131
380923,1680,587
380924,1076,986
380925,1351,795
380926,1421,105
380927,558,92
380928,686,594
380929,769,587
380930,1147,1027
380931,1,854
380932,739,1181
380936,106,381
380937,342,500
380939,1378,322
380941,1167,250
380942,1051,955
380946,1317,897
380948,1509,620
380949,1287,1009
380952,996,1259
380953,1421,105
380959,927,605
380961,173,788
380963,196,1667
380966,389,1259
380967,209,293
380968,403,1687
380970,1221,1426
380972,715,402
380973,964,1326
380974,988,727
380976,475,1550
380977,1676,1618
380979,324,1145
380981,1084,194
380985,1623,1066
380986,1069,362
380990,545,143
380995,1070,1423
380996,619,145
381000,1245,1259
381001,729,1175
381002,324,1145
381005,70,8
381007,958,1041
381010,1078,1249
381013,828,293
381015,1338,1278
381017,1167,250
381019,842,1518
381024,1432,362
381026,1504,587
381028,273,362
381029,1114,113
381030,1007,485
381032,65,293
381034,1135,1329
381035,48,500
381036,342,500
381041,891,1012
381042,356,92
381044,697,418
381046,65,293
381048,173,788
381049,1301,1034
381051,1113,1145
381054,1070,1423
381058,1135,1329
381059,1255,587
381062,122,520
381063,876,580
381065,1221,1426
381066,1567,1531
381068,382,322
381069,289,1416
381073,342,500
381074,389,1259
381075,320,854
381076,1250,1423
381078,1477,206
381081,48,500
381082,1142,485
381084,1378,322
381085,173,788
381086,618,105
381087,35,20
381090,769,587
381092,1503,580
381093,1091,573
381094,1465,1251
381095,618,105
381096,64,206
381097,1454,1596
381099,1674,1420
381100,1250,1423
381101,173,788
381106,565,500
381112,1351,795
381114,324,1145
381116,589,1308
381117,1253,127
381118,1172,810
381121,1231,901
381123,715,402
381126,1385,1202
381127,1250,1423
381128,619,145
381129,1338,1278
381131,1247,593
381132,173,788
381133,130,145
381138,1084,194
381146,1084,194
381147,342,500
381161,991,1259
381163,436,1518
381164,1477,206
381165,342,500
381166,769,587
381170,1500,1515
381171,352,859
381187,860,1515
381189,1250,1423
381190,1147,1027
381191,769,587
381193,1533,602
381194,494,768
381195,1273,125
381197,173,788
381199,575,1257
381203,619,145
381204,50,312
381205,53,1202
381207,1120,250
381208,1645,1534
381211,1205,580
381213,1675,1550
381214,1542,745
381215,730,1482
381216,173,788
381217,1250,1423
381219,1197,777
381220,1625,1141
381222,70,8
381225,173,788
381226,1132,381
381228,769,587
381232,769,587
381234,508,362
381237,756,489
381242,782,1562
381243,342,500
381244,1070,1423
381245,1192,955
381246,1374,1278
381247,342,500
381248,173,788
381252,1061,1259
381255,926,852
381256,996,1259
381257,1051,955
381258,342,500
381262,227,602
381264,1220,125
381270,929,1027
381271,1135,1329
381273,801,766
381274,1355,312
381275,349,777
381278,1035,920
381281,686,594
381282,808,1272
381284,1084,194
381285,1387,933
381286,988,727
381287,195,1079
381291,173,788
381292,1523,265
381295,499,986
381299,1342,362
381300,1680,587
381301,360,1174
381302,988,727
381303,1173,805
381310,799,920
381311,976,1009
381312,209,293
381313,498,506
381314,1135,1329
381315,586,1519
381316,1060,25
381321,1196,1181
381322,173,788
381324,1634,143
381326,77,590
381331,333,1497
381333,173,788
381334,1147,1027
381335,479,520
381336,1528,1426
381340,996,1259
381341,1076,986
381342,342,500
381343,50,312
381344,1007,485
381345,806,1497
381347,66,1430
381348,173,788
381350,618,105
381351,1680,587
381352,1240,1546
381353,844,1458
381355,1173,805
381358,1007,485
381360,1302,1600
381361,333,1497
381363,304,1673
381364,173,788
381366,1613,250
381373,1142,485
381374,769,587
381375,799,920
381380,618,105
381381,1301,1034
381382,1011,745
381383,1301,1034
381386,1070,1423
381387,1098,897
381388,1250,1423
381391,1051,955
381392,163,945
381393,586,1519
381398,567,605
381402,637,92
381403,1685,339
381405,1404,593
381406,1522,1009
381409,619,145
381411,686,594
381412,1613,250
381413,227,602
381414,1142,485
381417,173,788
381422,1286,854
381427,1404,593
381428,1279,1606
381429,360,1174
381430,173,788
381433,421,1424
381435,342,500
381437,1076,986
381438,1142,485
381439,352,859
381441,1220,125
381449,1114,113
381452,269,33
381456,438,312
381458,1542,745
381459,436,1518
381460,1233,1257
381462,1002,879
381464,1285,1259
381466,911,1531
381469,173,788
381470,342,500
381471,1142,485
381473,801,766
381478,1270,351
381482,414,206
381483,806,1497
381484,236,647
381487,1119,125
381489,227,602
381490,173,788
381491,324,1145
381492,546,250
381493,1535,727
381494,1304,362
381495,331,1487
381496,324,1145
381497,769,587
381499,1250,1423
381503,613,798
381507,1091,573
381508,1051,955
381509,921,143
381516,844,1458
381517,342,500
381518,1103,1368
381519,1378,322
381521,1076,986
381523,1680,587
381524,1473,859
381527,1029,1181
381528,1402,250
381529,1374,1278
381531,224,1487
381532,342,500
381533,1250,1423
381534,173,788
381536,389,1259
381539,1135,1329
381540,1007,485
381544,512,362
381545,646,1606
381546,414,206
381547,1193,1453
381548,1613,250
381549,316,605
381552,1418,896
381553,1196,1181
381556,1301,1034
381558,130,145
381562,1113,1145
381565,1567,1531
381566,491,679
381567,493,1331
381572,126,871
381574,1462,893
381575,1007,485
381576,224,1487
381577,1244,500
381580,793,1066
381582,1070,1423
381585,1282,25
381586,686,594
381587,225,593
381588,227,602
381593,1404,593
381598,924,1416
381600,1613,250
381601,195,1079
381603,320,854
381604,1310,1009
381607,793,1066
381608,1113,1145
381609,1076,986
381610,1380,1618
381611,976,1009
381614,130,145
381615,1402,250
381618,230,1424
381619,1135,1329
381620,1221,1426
381623,860,1515
381626,1680,587
381629,1584,1562
381630,272,1687
381632,173,788
381633,1317,897
381635,1280,605
381636,819,798
381637,316,605
381638,196,1667
381642,273,362
381643,1408,1259
381644,196,1667
381645,1205,580
381647,769,587
381649,352,859
381650,586,1519
381651,1603,520
381653,491,679
381656,1120,250
381657,1250,1423
381660,414,206
381662,1233,1257
381663,1511,409
381665,1378,322
381666,242,1531
381668,959,1095
381669,844,1458
381671,1,854
381672,324,1145
381673,126,871
381674,1179,580
381675,1403,440
381676,1117,14
381679,1680,587
381680,1059,1696
381681,173,788
381682,618,105
381684,284,1009
381686,331,1487
381687,57,314
381688,1567,1531
381691,227,602
381697,1680,587
381698,518,362
381699,342,500
381700,1533,602
381701,126,871
381702,1301,1034
381703,1680,587
381706,126,871
381708,1147,1027
381710,1007,485
381711,952,362
381713,799,920
381714,911,1531
381715,227,602
381716,333,1497
381717,1169,92
381718,1421,105
381719,342,500
381721,279,777
381722,1344,713
381723,1113,1145
381724,1578,1249
381726,730,1482
381733,1432,362
381734,828,293
381738,342,500
381740,1351,795
381742,414,206
381745,342,500
381750,801,766
381751,67,835
381752,324,1145
381754,1142,485
381755,352,859
381757,1070,1423
381758,342,500
381761,1318,986
381763,1373,872
381768,130,145
381770,633,568
381773,739,1181
381774,1578,1249
381778,414,206
381780,792,805
381781,1320,879
381783,769,587
381784,1318,986
381785,1248,1368
381787,65,293
381789,173,788
381790,818,852
381791,828,293
381792,936,143
381794,1613,250
381795,1142,485
381797,439,1012
381799,381,1482
381800,320,854
381801,479,520
381803,561,395
381809,1680,587
381811,173,788
381814,221,362
381815,782,1562
381817,295,20
381819,1113,1145
381820,1392,1041
381824,1244,500
381828,479,520
381829,618,105
381830,196,1667
381833,1680,587
381834,1185,583
381838,342,500
381840,1113,1145
381841,1051,955
381844,196,1667
381849,1663,1398
381852,1277,312
381854,1250,1423
381855,338,275
381857,1007,485
381860,579,1371
381862,1301,1034
381864,558,92
381866,331,1487
381870,988,727
381872,1142,485
381874,1059,1696
381875,65,293
381877,959,1095
381879,1542,745
381880,1680,587
381881,1565,1481
381882,769,587
